Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,itinerary_num,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),first_stop_name,first_stop_long,first_stop_lat,last_stop_name,last_stop_long,last_stop_lat,first_type,last_type
Clementi,Pandan,1.3080701,103.7545034,CLEMENTI POLYCLINIC,1.312991,103.765878,0,29.17,29.17,1885.02,0,0.0,no value,no value,no value,no value,no value,no value,,
Clementi,Pandan,1.3080701,103.7545034,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,0,33.43,17.87,1141.91,1,11.47,BLK 512,103.7599936,1.309683,no value,no value,no value,BUS,SUBWAY
Clementi,Pandan,1.3080701,103.7545034,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,0,39.1,29.18,1845.31,0,9.92,BLK 426,103.7634618,1.3117152,SIT DOVER,103.7781514,1.3006125,BUS,BUS
Clementi,Pandan,1.3080701,103.7545034,BUKIT BATOK POLYCLINIC,1.352161,103.748974,0,40.87,20.03,1300.29,2,14.3,BLK 512,103.7599936,1.309683,no value,no value,no value,BUS,SUBWAY
Clementi,Pandan,1.3080701,103.7545034,QUEENSTOWN POLYCLINIC,1.298751,103.801618,0,39.28,22.23,1411.67,1,13.35,BLK 512,103.7599936,1.309683,BUONA VISTA MRT STATION,103.790017,1.3072658,BUS,SUBWAY
Clementi,Sunset Way,1.326284861,103.7686704,CLEMENTI POLYCLINIC,1.312991,103.765878,0,34.6,34.6,2269.98,0,0.0,no value,no value,no value,no value,no value,no value,,
Clementi,Sunset Way,1.326284861,103.7686704,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,0,33.63,21.4,1383.47,1,8.77,BLK 335,103.7682421,1.317284,no value,no value,no value,BUS,SUBWAY
Clementi,Sunset Way,1.326284861,103.7686704,BUKIT BATOK POLYCLINIC,1.352161,103.748974,0,42.18,14.18,943.93,1,22.37,BLK 116,103.7721939,1.3240225,BLK 229,103.754605,1.3485964,BUS,BUS
Clementi,Sunset Way,1.326284861,103.7686704,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,0,39.25,19.45,1295.37,1,17.05,POLICE KINS TRG CAMP,103.7727927,1.319646,ONE-NORTH MRT STATION,103.7874454,1.299736,BUS,SUBWAY
Clementi,Sunset Way,1.326284861,103.7686704,QUEENSTOWN POLYCLINIC,1.298751,103.801618,0,39.48,25.77,1653.23,1,10.65,BLK 335,103.7682421,1.317284,BUONA VISTA MRT STATION,103.790017,1.3072658,BUS,SUBWAY
Clementi,Toh Tuck,1.331754062,103.7563404,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,0,33.25,33.25,2281.01,0,0.0,no value,no value,no value,no value,no value,no value,,
Clementi,Toh Tuck,1.331754062,103.7563404,CLEMENTI POLYCLINIC,1.312991,103.765878,0,19.18,11.65,759.55,0,7.53,AFT TOH TUCK AVE,103.7589433,1.3249272,CLEMENTI STN EXIT B,103.76536,1.3152819,BUS,BUS
Clementi,Toh Tuck,1.331754062,103.7563404,BUKIT BATOK POLYCLINIC,1.352161,103.748974,0,23.75,10.33,694.9,1,9.93,OPP SMRT ULU PANDAN DEPOT,103.7590562,1.3331244,no value,no value,no value,BUS,BUS
Clementi,Toh Tuck,1.331754062,103.7563404,JURONG POLYCLINIC,1.350189,103.730642,0,34.72,15.18,989.96,1,16.75,BEF OLD TOH TUCK RD,103.7573441,1.33164,BLK 347,103.7320538,1.3453324,BUS,BUS
Clementi,Toh Tuck,1.331754062,103.7563404,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,0,35.72,18.52,1224.05,0,17.2,AFT TOH TUCK AVE,103.7589433,1.3249272,SIT DOVER,103.7781514,1.3006125,BUS,BUS
Clementi,West Coast,1.316274703,103.7550886,CLEMENTI POLYCLINIC,1.312991,103.765878,0,28.28,28.28,1824.66,0,0.0,no value,no value,no value,no value,no value,no value,,
Clementi,West Coast,1.316274703,103.7550886,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,0,23.75,10.73,715.57,1,10.88,THE INFINITI,103.7546468,1.3205599,no value,no value,no value,BUS,BUS
Clementi,West Coast,1.316274703,103.7550886,NATIONAL UNIVERSITY HOSPITAL,1.294064,103.782751,0,27.73,15.88,1033.42,0,11.85,BLK 431,103.7615108,1.3135761,SIT DOVER,103.7781514,1.3006125,BUS,BUS
Clementi,West Coast,1.316274703,103.7550886,BUKIT BATOK POLYCLINIC,1.352161,103.748974,0,35.55,10.45,680.26,1,23.07,THE INFINITI,103.7546468,1.3205599,OPP BLK 127,103.7462359,1.3523554,BUS,BUS
Clementi,West Coast,1.316274703,103.7550886,JURONG POLYCLINIC,1.350189,103.730642,0,29.02,10.05,635.65,0,18.97,THE INFINITI,103.7546468,1.3205599,BLK 347,103.7320538,1.3453324,BUS,BUS
Downtown Core,Anson,1.273717913,103.84361,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,16.17,16.17,1057.06,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Anson,1.273717913,103.84361,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,21.33,21.33,1387.64,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Anson,1.273717913,103.84361,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,26.25,4.87,286.16,1,16.75,no value,no value,no value,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Downtown Core,Anson,1.273717913,103.84361,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,26.25,4.87,286.16,1,16.75,no value,no value,no value,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Downtown Core,Anson,1.273717913,103.84361,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,26.7,8.95,595.53,0,17.75,OPP GB BLDG,103.8477386,1.2788165,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Downtown Core,Anson,1.273717913,103.84361,ALEXANDRA HOSPITAL,1.286829,103.802524,0,30.65,9.47,584.31,2,13.75,no value,no value,no value,BEF IKEA IND BLDG,103.8060909,1.2890312,BUS,BUS
Downtown Core,Anson,1.273717913,103.84361,ALEXANDRA HOSPITAL,1.286829,103.802524,0,30.65,9.47,584.31,2,13.75,no value,no value,no value,BEF IKEA IND BLDG,103.8060909,1.2890312,BUS,BUS
Downtown Core,Bayfront,1.283334725,103.8585338,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,19.35,11.58,772.13,1,4.65,DOWNTOWN MRT STATION,103.8529954,1.2793272,no value,no value,no value,SUBWAY,SUBWAY
Downtown Core,Bayfront,1.283334725,103.8585338,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,49.85,49.85,3302.76,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Bayfront,1.283334725,103.8585338,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,24.17,15.9,1065.63,0,8.27,PROMENADE MRT STATION,103.8608834,1.2929614,ROCHOR MRT STATION,103.8524743,1.3039345,SUBWAY,SUBWAY
Downtown Core,Bayfront,1.283334725,103.8585338,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,30.32,8.28,548.11,2,15.63,no value,no value,no value,SRI VADAPATHIRA K TP,103.8578181,1.3149673,SUBWAY,BUS
Downtown Core,Bayfront,1.283334725,103.8585338,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,30.32,8.28,548.11,2,15.63,no value,no value,no value,SRI VADAPATHIRA K TP,103.8578181,1.3149673,SUBWAY,BUS
Downtown Core,Bayfront,1.283334725,103.8585338,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,28.87,11.28,769.7,1,13.53,no value,no value,no value,NEWTON MRT STATION,103.8380362,1.3125291,SUBWAY,SUBWAY
Downtown Core,Bayfront,1.283334725,103.8585338,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,28.87,11.28,769.7,1,13.53,no value,no value,no value,NEWTON MRT STATION,103.8380362,1.3125291,SUBWAY,SUBWAY
Downtown Core,Bugis,1.299145734,103.8560368,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,12.83,6.27,406.68,0,6.57,FU LU SHOU CPLX,103.8546132,1.3017198,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Downtown Core,Bugis,1.299145734,103.8560368,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,15.45,7.18,459.82,0,8.27,STAMFORD PR SCH,103.85868,1.3039381,ARC 380,103.8605453,1.3135183,BUS,BUS
Downtown Core,Bugis,1.299145734,103.8560368,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,22.27,7.82,542.45,1,10.22,no value,no value,no value,NEWTON MRT STATION,103.8380362,1.3125291,SUBWAY,SUBWAY
Downtown Core,Bugis,1.299145734,103.8560368,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,22.27,7.82,542.45,1,10.22,no value,no value,no value,NEWTON MRT STATION,103.8380362,1.3125291,SUBWAY,SUBWAY
Downtown Core,Bugis,1.299145734,103.8560368,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,14.27,7.2,479.25,0,7.07,CITY HALL MRT STATION,103.8525964,1.2929048,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,SUBWAY,SUBWAY
Downtown Core,Bugis,1.299145734,103.8560368,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,18.52,11.45,749.4,0,7.07,CITY HALL MRT STATION,103.8525964,1.2929048,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,SUBWAY,SUBWAY
Downtown Core,Cecil,1.278642608,103.8488651,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,16.65,11.08,667.24,0,5.57,OPP MAS BLDG,103.8468739,1.2740789,BLK 16,103.8403472,1.2734606,BUS,BUS
Downtown Core,Cecil,1.278642608,103.8488651,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,28.88,28.88,1842.22,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Cecil,1.278642608,103.8488651,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,23.05,6.52,346.92,0,16.53,OPP MAS BLDG,103.8468739,1.2740789,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Downtown Core,Cecil,1.278642608,103.8488651,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,22.25,5.97,348.47,0,16.28,PRUDENTIAL TWR,103.849989,1.2825552,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Downtown Core,Cecil,1.278642608,103.8488651,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,27.0,4.98,317.38,1,19.68,RAFFLES PL STN EXIT F,103.8508607,1.2820749,ARC 380,103.8605453,1.3135183,BUS,BUS
Downtown Core,Central,1.275673659,103.85242,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,29.77,29.77,1937.47,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Central,1.275673659,103.85242,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,34.93,34.93,2268.05,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Central,1.275673659,103.85242,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,32.33,16.8,1104.21,1,11.53,RAFFLES PLACE MRT STATION,103.8514631,1.2839333,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,SUBWAY,BUS
Downtown Core,Central,1.275673659,103.85242,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,27.2,16.03,1008.85,1,8.7,OUTRAM PARK MRT STATION,103.8389854,1.2815256,BLK 116,103.8211557,1.285188,SUBWAY,BUS
Downtown Core,Central,1.275673659,103.85242,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,29.82,15.87,1037.25,1,11.62,RAFFLES PLACE MRT STATION,103.8514631,1.2839333,ARC 380,103.8605453,1.3135183,SUBWAY,BUS
Downtown Core,City Hall,1.292435766,103.853168,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,10.82,5.57,360.4,0,5.25,RAFFLES PLACE MRT STATION,103.8514631,1.2839333,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,SUBWAY,SUBWAY
Downtown Core,City Hall,1.292435766,103.853168,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,18.02,9.27,591.72,0,8.75,AFT BEACH RD,103.8558056,1.2969361,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Downtown Core,City Hall,1.292435766,103.853168,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,15.07,9.82,630.55,0,5.25,RAFFLES PLACE MRT STATION,103.8514631,1.2839333,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,SUBWAY,SUBWAY
Downtown Core,City Hall,1.292435766,103.853168,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,18.18,6.27,426.33,0,11.92,SMU,103.8495803,1.2961854,SRI VADAPATHIRA K TP,103.8578181,1.3149673,BUS,BUS
Downtown Core,City Hall,1.292435766,103.853168,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,15.08,6.18,423.6,0,8.9,DHOBY GHAUT MRT STATION,103.8461228,1.2986887,NEWTON MRT STATION,103.8380362,1.3125291,SUBWAY,SUBWAY
Downtown Core,Clifford Pier,1.285561906,103.8546994,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,14.87,11.5,782.14,0,3.37,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,SUBWAY,SUBWAY
Downtown Core,Clifford Pier,1.285561906,103.8546994,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,19.12,15.75,1052.29,0,3.37,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,SUBWAY,SUBWAY
Downtown Core,Clifford Pier,1.285561906,103.8546994,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,20.13,7.48,497.0,0,12.65,ESPLANADE BRIDGE,103.8545342,1.2909559,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Downtown Core,Clifford Pier,1.285561906,103.8546994,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,24.07,10.97,753.37,1,10.32,CITY HALL MRT STATION,103.8525964,1.2929048,ARC 380,103.8605453,1.3135183,SUBWAY,BUS
Downtown Core,Clifford Pier,1.285561906,103.8546994,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,27.4,8.2,517.14,0,19.2,ONE RAFFLES QUAY,103.8514672,1.2811121,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Downtown Core,Marina Centre,1.291850751,103.8597186,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,20.73,14.23,961.82,0,6.5,BUGIS MRT STATION,103.8568958,1.2993764,ROCHOR MRT STATION,103.8524743,1.3039345,SUBWAY,SUBWAY
Downtown Core,Marina Centre,1.291850751,103.8597186,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,19.57,4.98,293.08,0,14.58,AFT S'PORE FLYER,103.8618315,1.2893848,AFT DUXTON PLAIN PK,103.84105,1.2811839,BUS,BUS
Downtown Core,Marina Centre,1.291850751,103.8597186,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,23.95,5.95,396.39,0,18.0,OPP THE RITZ-CARLTON,103.8609219,1.2907,SRI VADAPATHIRA K TP,103.8578181,1.3149673,BUS,BUS
Downtown Core,Marina Centre,1.291850751,103.8597186,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,23.45,7.4,470.95,0,16.05,AFT S'PORE FLYER,103.8618315,1.2893848,OUTRAM PK STN EXIT 4,103.8402979,1.2802763,BUS,BUS
Downtown Core,Marina Centre,1.291850751,103.8597186,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,22.98,10.45,729.28,1,9.5,BUGIS MRT STATION,103.8568958,1.2993764,no value,no value,no value,SUBWAY,SUBWAY
Downtown Core,Maxwell,1.279415182,103.8458267,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,15.37,15.37,1021.57,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Maxwell,1.279415182,103.8458267,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,20.53,20.53,1352.15,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Maxwell,1.279415182,103.8458267,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,20.22,8.55,525.83,0,11.67,BEF THE PINNACLE@DUXTON,103.8415105,1.2785411,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Downtown Core,Maxwell,1.279415182,103.8458267,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,24.9,10.85,705.48,1,11.55,RAFFLES PLACE MRT STATION,103.8514631,1.2839333,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,SUBWAY,BUS
Downtown Core,Maxwell,1.279415182,103.8458267,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,24.5,9.37,619.3,1,12.35,RAFFLES PLACE MRT STATION,103.8514631,1.2839333,ARC 380,103.8605453,1.3135183,SUBWAY,BUS
Downtown Core,Nicoll,1.2997274,103.8620479,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,36.63,36.63,2384.95,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Nicoll,1.2997274,103.8620479,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,21.38,5.58,359.81,1,13.58,SUNTEC CITY,103.8579517,1.2959623,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Downtown Core,Nicoll,1.2997274,103.8620479,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,27.35,10.9,741.42,1,13.73,SUNTEC CITY,103.8579517,1.2959623,NEWTON MRT STATION,103.8380362,1.3125291,BUS,SUBWAY
Downtown Core,Nicoll,1.2997274,103.8620479,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,22.23,10.25,681.98,1,9.63,SUNTEC CITY,103.8579517,1.2959623,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,BUS,SUBWAY
Downtown Core,Nicoll,1.2997274,103.8620479,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,0,22.82,9.82,621.48,1,9.27,STADIUM MRT STATION,103.8754276,1.3028755,BLK 1015,103.890188,1.3194611,SUBWAY,BUS
Downtown Core,Phillip,1.285276843,103.8486542,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,25.98,25.98,1623.17,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Phillip,1.285276843,103.8486542,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,31.15,31.15,1953.76,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Phillip,1.285276843,103.8486542,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,24.18,9.6,614.03,0,14.58,FULLERTON SQ,103.8534222,1.2856184,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Downtown Core,Phillip,1.285276843,103.8486542,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,23.13,7.32,420.57,0,15.82,OPP HONG LIM CPLX,103.8466605,1.2845146,OPP BLK 120,103.8224174,1.2822784,BUS,BUS
Downtown Core,Phillip,1.285276843,103.8486542,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,23.92,16.75,1079.31,0,7.17,DHOBY GHAUT MRT STATION,103.8453759,1.2996206,FARRER PARK MRT STATION,103.854361,1.3126039,SUBWAY,SUBWAY
Downtown Core,Raffles Place,1.28372,103.8510074,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,10.07,6.7,432.47,0,3.37,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,SUBWAY,SUBWAY
Downtown Core,Raffles Place,1.28372,103.8510074,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,33.6,33.6,2193.65,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Raffles Place,1.28372,103.8510074,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,20.5,7.65,489.88,1,9.5,CITY HALL MRT STATION,103.8525964,1.2929048,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,SUBWAY,BUS
Downtown Core,Raffles Place,1.28372,103.8510074,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,23.25,15.22,966.41,0,8.03,TANJONG PAGAR MRT STATION,103.8459617,1.2766035,TIONG BAHRU MRT STATION,103.8269134,1.2862186,SUBWAY,SUBWAY
Downtown Core,Raffles Place,1.28372,103.8510074,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,19.27,6.17,403.7,1,10.32,CITY HALL MRT STATION,103.8525964,1.2929048,ARC 380,103.8605453,1.3135183,SUBWAY,BUS
Downtown Core,Tanjong Pagar,1.275884519,103.8458786,SINGHEALTH POLYCLINICS - OUTRAM,1.279985,103.83916,0,18.5,18.5,1164.33,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Tanjong Pagar,1.275884519,103.8458786,SINGAPORE GENERAL HOSPITAL,1.279673,103.836669,0,23.67,23.67,1494.92,0,0.0,no value,no value,no value,no value,no value,no value,,
Downtown Core,Tanjong Pagar,1.275884519,103.8458786,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,24.05,6.85,396.54,2,11.75,no value,no value,no value,OPP BLK 120,103.8224174,1.2822784,SUBWAY,BUS
Downtown Core,Tanjong Pagar,1.275884519,103.8458786,SINGHEALTH POLYCLINICS - BUKIT MERAH,1.284206,103.817674,0,24.05,6.85,396.54,2,11.75,no value,no value,no value,OPP BLK 120,103.8224174,1.2822784,SUBWAY,BUS
Downtown Core,Tanjong Pagar,1.275884519,103.8458786,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,22.28,8.23,522.27,1,11.55,RAFFLES PLACE MRT STATION,103.8514631,1.2839333,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,SUBWAY,BUS
Downtown Core,Tanjong Pagar,1.275884519,103.8458786,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,21.88,6.75,436.09,1,12.35,RAFFLES PLACE MRT STATION,103.8514631,1.2839333,ARC 380,103.8605453,1.3135183,SUBWAY,BUS
Geylang,Aljunied,1.31445049,103.8835707,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,0,13.5,13.5,870.76,0,0.0,no value,no value,no value,no value,no value,no value,,
Geylang,Aljunied,1.31445049,103.8835707,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,22.87,11.68,744.5,0,11.18,BEF LOR 18 GEYLANG,103.8808052,1.3127448,BEF KALLANG BAHRU,103.8618948,1.3116764,BUS,BUS
Geylang,Aljunied,1.31445049,103.8835707,SINGHEALTH POLYCLINICS - MARINE PARADE,1.302615,103.908394,0,24.9,9.6,572.78,0,15.3,BLK 134,103.8860485,1.3158028,MARINE PDE STN EXIT 2,103.90496,1.3026627,BUS,BUS
Geylang,Aljunied,1.31445049,103.8835707,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,43.15,3.27,187.15,2,34.28,BLK 134,103.8860485,1.3158028,OPP BLK 231,103.8598835,1.3376514,BUS,BUS
Geylang,Aljunied,1.31445049,103.8835707,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,31.02,7.03,447.38,1,21.63,BEF LOR 18 GEYLANG,103.8808052,1.3127448,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Geylang,Geylang East,1.316939215,103.8983482,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,0,11.22,4.65,278.09,0,6.57,BLK 14 MKT/FC,103.8955953,1.3156983,BLK 1015,103.890188,1.3194611,BUS,BUS
Geylang,Geylang East,1.316939215,103.8983482,SINGHEALTH POLYCLINICS - MARINE PARADE,1.302615,103.908394,0,33.35,33.35,2133.34,0,0.0,no value,no value,no value,no value,no value,no value,,
Geylang,Geylang East,1.316939215,103.8983482,SINGHEALTH POLYCLINICS - BEDOK,1.327443,103.932362,0,28.35,15.48,1033.28,0,12.87,EUNOS STN/ INT,103.902269,1.3187616,BLK 32,103.92513,1.3233213,BUS,BUS
Geylang,Geylang East,1.316939215,103.8983482,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,23.55,3.85,245.34,0,19.7,BLK 14 MKT/FC,103.8955953,1.3156983,ARC 380,103.8605453,1.3135183,BUS,BUS
Geylang,Geylang East,1.316939215,103.8983482,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,40.7,2.37,139.54,1,35.28,BLK 14 MKT/FC,103.8955953,1.3156983,OPP BLK 231,103.8598835,1.3376514,BUS,BUS
Geylang,Kallang Way,1.325835571,103.8761032,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,0,28.35,28.35,1854.58,0,0.0,no value,no value,no value,no value,no value,no value,,
Geylang,Kallang Way,1.325835571,103.8761032,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0,26.38,17.13,1105.96,0,9.25,BEF SIEMENS CTR,103.8708868,1.3284252,BEF LAVENDER ST,103.8614072,1.315303,BUS,BUS
Geylang,Kallang Way,1.325835571,103.8761032,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0,45.28,45.28,2987.05,0,0.0,no value,no value,no value,no value,no value,no value,,
Geylang,Kallang Way,1.325835571,103.8761032,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0,30.97,15.02,987.36,1,12.6,BEF SIEMENS CTR,103.8708868,1.3284252,no value,no value,no value,BUS,SUBWAY
Geylang,Kallang Way,1.325835571,103.8761032,KK WOMEN'S AND CHILDREN'S HOSPITAL,1.310712,103.847062,0,38.8,11.85,748.76,2,18.22,BEF SIEMENS CTR,103.8708868,1.3284252,KK WOMEN & CHILD HOSP,103.8477772,1.3103512,BUS,BUS
Geylang,Kampong Ubi,1.32961125,103.8965728,NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG,1.319611,103.887229,0,30.82,30.82,2054.79,0,0.0,no value,no value,no value,no value,no value,no value,,
